production_id,date,year,month,month_name,quarter,category,planned_qty,actual_qty,wastage_qty,net_produced_qty,raw_milk_used_l,production_efficiency_pct,wastage_rate_pct,shift,batch_number,day_of_week,financial_year,efficiency_band,data_quality_flag
PR001267,2023-10-28,2023,10,October,Q4,Cream,57,52,0,52,312.0,91.23,0.0,Morning,BATCH-20231028-CRE,Saturday,FY2023-24,Fair (90-95%),OK
PR001268,2023-10-30,2023,10,October,Q4,Milk Bulk,960,919,11,908,965.0,95.73,1.2,Evening,BATCH-20231030-MIL,Monday,FY2023-24,Good (95-100%),OK
PR001269,2023-10-30,2023,10,October,Q4,Milk Packet,1761,1600,18,1582,1728.0,90.86,1.12,Evening,BATCH-20231030-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR001270,2023-10-30,2023,10,October,Q4,Paneer,126,115,4,111,977.5,91.27,3.48,Evening,BATCH-20231030-PAN,Monday,FY2023-24,Fair (90-95%),OK
PR001271,2023-10-30,2023,10,October,Q4,Curd,290,259,8,251,284.9,89.31,3.09,Morning,BATCH-20231030-CUR,Monday,FY2023-24,Poor (85-90%),OK
PR001272,2023-10-30,2023,10,October,Q4,Ghee,67,66,0,66,1320.0,98.51,0.0,Evening,BATCH-20231030-GHE,Monday,FY2023-24,Good (95-100%),OK
PR001273,2023-10-30,2023,10,October,Q4,Butter,96,89,3,86,1958.0,92.71,3.37,Morning,BATCH-20231030-BUT,Monday,FY2023-24,Fair (90-95%),OK
PR001274,2023-10-30,2023,10,October,Q4,Cream,71,64,0,64,384.0,90.14,0.0,Morning,BATCH-20231030-CRE,Monday,FY2023-24,Fair (90-95%),OK
PR001275,2023-10-31,2023,10,October,Q4,Milk Bulk,1250,1190,35,1155,1249.5,95.2,2.94,Morning,BATCH-20231031-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR001276,2023-10-31,2023,10,October,Q4,Milk Packet,2433,2165,60,2105,2338.2,88.98,2.77,Morning,BATCH-20231031-MIL,Tuesday,FY2023-24,Poor (85-90%),OK
PR001277,2023-10-31,2023,10,October,Q4,Paneer,112,106,4,102,901.0,94.64,3.77,Morning,BATCH-20231031-PAN,Tuesday,FY2023-24,Fair (90-95%),OK
PR001278,2023-10-31,2023,10,October,Q4,Curd,317,291,6,285,320.1,91.8,2.06,Morning,BATCH-20231031-CUR,Tuesday,FY2023-24,Fair (90-95%),OK
PR001279,2023-10-31,2023,10,October,Q4,Ghee,42,37,1,36,740.0,88.1,2.7,Evening,BATCH-20231031-GHE,Tuesday,FY2023-24,Poor (85-90%),OK
PR001280,2023-10-31,2023,10,October,Q4,Butter,119,117,2,115,2574.0,98.32,1.71,Evening,BATCH-20231031-BUT,Tuesday,FY2023-24,Good (95-100%),OK
PR001281,2023-10-31,2023,10,October,Q4,Cream,51,47,0,47,282.0,92.16,0.0,Morning,BATCH-20231031-CRE,Tuesday,FY2023-24,Fair (90-95%),OK
PR001282,2023-11-01,2023,11,November,Q4,Milk Bulk,1048,1006,25,981,1056.3,95.99,2.49,Morning,BATCH-20231101-MIL,Wednesday,FY2023-24,Good (95-100%),OK
PR001283,2023-11-01,2023,11,November,Q4,Milk Packet,2655,2465,58,2407,2662.2,92.84,2.35,Evening,BATCH-20231101-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR001284,2023-11-01,2023,11,November,Q4,Paneer,147,135,2,133,1147.5,91.84,1.48,Morning,BATCH-20231101-PAN,Wednesday,FY2023-24,Fair (90-95%),OK
PR001285,2023-11-01,2023,11,November,Q4,Curd,353,338,13,325,371.8,95.75,3.85,Morning,BATCH-20231101-CUR,Wednesday,FY2023-24,Good (95-100%),OK
PR001286,2023-11-01,2023,11,November,Q4,Ghee,57,51,0,51,1020.0,89.47,0.0,Morning,BATCH-20231101-GHE,Wednesday,FY2023-24,Poor (85-90%),OK
PR001287,2023-11-01,2023,11,November,Q4,Butter,123,118,3,115,2596.0,95.93,2.54,Evening,BATCH-20231101-BUT,Wednesday,FY2023-24,Good (95-100%),OK
PR001288,2023-11-01,2023,11,November,Q4,Cream,63,59,0,59,354.0,93.65,0.0,Morning,BATCH-20231101-CRE,Wednesday,FY2023-24,Fair (90-95%),OK
PR001289,2023-11-02,2023,11,November,Q4,Milk Bulk,1079,954,28,926,1001.7,88.42,2.94,Evening,BATCH-20231102-MIL,Thursday,FY2023-24,Poor (85-90%),OK
PR001290,2023-11-02,2023,11,November,Q4,Milk Packet,2800,2466,50,2416,2663.3,88.07,2.03,Evening,BATCH-20231102-MIL,Thursday,FY2023-24,Poor (85-90%),OK
PR001291,2023-11-02,2023,11,November,Q4,Paneer,162,159,2,157,1351.5,98.15,1.26,Evening,BATCH-20231102-PAN,Thursday,FY2023-24,Good (95-100%),OK
PR001292,2023-11-02,2023,11,November,Q4,Curd,436,396,5,391,435.6,90.83,1.26,Evening,BATCH-20231102-CUR,Thursday,FY2023-24,Fair (90-95%),OK
PR001293,2023-11-02,2023,11,November,Q4,Ghee,50,48,1,47,960.0,96.0,2.08,Morning,BATCH-20231102-GHE,Thursday,FY2023-24,Good (95-100%),OK
PR001294,2023-11-02,2023,11,November,Q4,Butter,136,125,4,121,2750.0,91.91,3.2,Morning,BATCH-20231102-BUT,Thursday,FY2023-24,Fair (90-95%),OK
PR001295,2023-11-02,2023,11,November,Q4,Cream,65,59,1,58,354.0,90.77,1.69,Morning,BATCH-20231102-CRE,Thursday,FY2023-24,Fair (90-95%),OK
PR001296,2023-11-03,2023,11,November,Q4,Milk Bulk,1100,1025,15,1010,1076.2,93.18,1.46,Evening,BATCH-20231103-MIL,Friday,FY2023-24,Fair (90-95%),OK
PR001297,2023-11-03,2023,11,November,Q4,Milk Packet,2274,2137,24,2113,2308.0,93.98,1.12,Evening,BATCH-20231103-MIL,Friday,FY2023-24,Fair (90-95%),OK
PR001298,2023-11-03,2023,11,November,Q4,Paneer,156,139,3,136,1181.5,89.1,2.16,Evening,BATCH-20231103-PAN,Friday,FY2023-24,Poor (85-90%),OK
PR001299,2023-11-03,2023,11,November,Q4,Curd,432,424,8,416,466.4,98.15,1.89,Evening,BATCH-20231103-CUR,Friday,FY2023-24,Good (95-100%),OK
PR001300,2023-11-03,2023,11,November,Q4,Ghee,52,46,1,45,920.0,88.46,2.17,Evening,BATCH-20231103-GHE,Friday,FY2023-24,Poor (85-90%),OK
PR001301,2023-11-03,2023,11,November,Q4,Butter,136,125,4,121,2750.0,91.91,3.2,Evening,BATCH-20231103-BUT,Friday,FY2023-24,Fair (90-95%),OK
PR001302,2023-11-03,2023,11,November,Q4,Cream,65,61,1,60,366.0,93.85,1.64,Evening,BATCH-20231103-CRE,Friday,FY2023-24,Fair (90-95%),OK
PR001303,2023-11-04,2023,11,November,Q4,Milk Bulk,946,931,26,905,977.6,98.41,2.79,Morning,BATCH-20231104-MIL,Saturday,FY2023-24,Good (95-100%),OK
PR001304,2023-11-04,2023,11,November,Q4,Milk Packet,2715,2471,60,2411,2668.7,91.01,2.43,Morning,BATCH-20231104-MIL,Saturday,FY2023-24,Fair (90-95%),OK
PR001305,2023-11-04,2023,11,November,Q4,Paneer,98,90,3,87,765.0,91.84,3.33,Evening,BATCH-20231104-PAN,Saturday,FY2023-24,Fair (90-95%),OK
PR001306,2023-11-04,2023,11,November,Q4,Curd,288,274,6,268,301.4,95.14,2.19,Evening,BATCH-20231104-CUR,Saturday,FY2023-24,Good (95-100%),OK
PR001307,2023-11-04,2023,11,November,Q4,Ghee,80,75,1,74,1500.0,93.75,1.33,Evening,BATCH-20231104-GHE,Saturday,FY2023-24,Fair (90-95%),OK
PR001308,2023-11-04,2023,11,November,Q4,Butter,119,106,3,103,2332.0,89.08,2.83,Morning,BATCH-20231104-BUT,Saturday,FY2023-24,Poor (85-90%),OK
PR001309,2023-11-04,2023,11,November,Q4,Cream,46,43,0,43,258.0,93.48,0.0,Evening,BATCH-20231104-CRE,Saturday,FY2023-24,Fair (90-95%),OK
PR001310,2023-11-06,2023,11,November,Q4,Milk Bulk,1090,1017,39,978,1067.9,93.3,3.83,Morning,BATCH-20231106-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR001311,2023-11-06,2023,11,November,Q4,Milk Packet,1998,1875,42,1833,2025.0,93.84,2.24,Evening,BATCH-20231106-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR001312,2023-11-06,2023,11,November,Q4,Paneer,159,148,3,145,1258.0,93.08,2.03,Evening,BATCH-20231106-PAN,Monday,FY2023-24,Fair (90-95%),OK
PR001313,2023-11-06,2023,11,November,Q4,Curd,356,316,8,308,347.6,88.76,2.53,Evening,BATCH-20231106-CUR,Monday,FY2023-24,Poor (85-90%),OK
PR001314,2023-11-06,2023,11,November,Q4,Ghee,59,57,1,56,1140.0,96.61,1.75,Evening,BATCH-20231106-GHE,Monday,FY2023-24,Good (95-100%),OK
PR001315,2023-11-06,2023,11,November,Q4,Butter,108,96,3,93,2112.0,88.89,3.12,Morning,BATCH-20231106-BUT,Monday,FY2023-24,Poor (85-90%),OK
PR001316,2023-11-06,2023,11,November,Q4,Cream,44,41,1,40,246.0,93.18,2.44,Morning,BATCH-20231106-CRE,Monday,FY2023-24,Fair (90-95%),OK
PR001317,2023-11-07,2023,11,November,Q4,Milk Bulk,1099,1069,42,1027,1122.5,97.27,3.93,Morning,BATCH-20231107-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR001318,2023-11-07,2023,11,November,Q4,Milk Packet,2536,2417,27,2390,2610.4,95.31,1.12,Evening,BATCH-20231107-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR001319,2023-11-07,2023,11,November,Q4,Paneer,171,160,2,158,1360.0,93.57,1.25,Evening,BATCH-20231107-PAN,Tuesday,FY2023-24,Fair (90-95%),OK
PR001320,2023-11-07,2023,11,November,Q4,Curd,399,394,8,386,433.4,98.75,2.03,Evening,BATCH-20231107-CUR,Tuesday,FY2023-24,Good (95-100%),OK
PR001321,2023-11-07,2023,11,November,Q4,Ghee,48,46,1,45,920.0,95.83,2.17,Evening,BATCH-20231107-GHE,Tuesday,FY2023-24,Good (95-100%),OK
PR001322,2023-11-07,2023,11,November,Q4,Butter,128,115,2,113,2530.0,89.84,1.74,Evening,BATCH-20231107-BUT,Tuesday,FY2023-24,Poor (85-90%),OK
PR001323,2023-11-07,2023,11,November,Q4,Cream,41,39,1,38,234.0,95.12,2.56,Morning,BATCH-20231107-CRE,Tuesday,FY2023-24,Good (95-100%),OK
PR001324,2023-11-08,2023,11,November,Q4,Milk Bulk,1186,1124,34,1090,1180.2,94.77,3.02,Evening,BATCH-20231108-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR001325,2023-11-08,2023,11,November,Q4,Milk Packet,2350,2169,61,2108,2342.5,92.3,2.81,Evening,BATCH-20231108-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR001326,2023-11-08,2023,11,November,Q4,Paneer,132,127,1,126,1079.5,96.21,0.79,Morning,BATCH-20231108-PAN,Wednesday,FY2023-24,Good (95-100%),OK
PR001327,2023-11-08,2023,11,November,Q4,Curd,288,261,6,255,287.1,90.62,2.3,Evening,BATCH-20231108-CUR,Wednesday,FY2023-24,Fair (90-95%),OK
PR001328,2023-11-08,2023,11,November,Q4,Ghee,70,66,2,64,1320.0,94.29,3.03,Evening,BATCH-20231108-GHE,Wednesday,FY2023-24,Fair (90-95%),OK
PR001329,2023-11-08,2023,11,November,Q4,Butter,113,104,3,101,2288.0,92.04,2.88,Morning,BATCH-20231108-BUT,Wednesday,FY2023-24,Fair (90-95%),OK
PR001330,2023-11-08,2023,11,November,Q4,Cream,67,59,1,58,354.0,88.06,1.69,Morning,BATCH-20231108-CRE,Wednesday,FY2023-24,Poor (85-90%),OK
PR001331,2023-11-09,2023,11,November,Q4,Milk Bulk,1092,1070,13,1057,1123.5,97.99,1.21,Evening,BATCH-20231109-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR001332,2023-11-09,2023,11,November,Q4,Milk Packet,2170,2080,55,2025,2246.4,95.85,2.64,Morning,BATCH-20231109-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR001333,2023-11-09,2023,11,November,Q4,Paneer,138,133,5,128,1130.5,96.38,3.76,Evening,BATCH-20231109-PAN,Thursday,FY2023-24,Good (95-100%),OK
PR001334,2023-11-09,2023,11,November,Q4,Curd,289,257,5,252,282.7,88.93,1.95,Evening,BATCH-20231109-CUR,Thursday,FY2023-24,Poor (85-90%),OK
PR001335,2023-11-09,2023,11,November,Q4,Ghee,57,54,1,53,1080.0,94.74,1.85,Morning,BATCH-20231109-GHE,Thursday,FY2023-24,Fair (90-95%),OK
PR001336,2023-11-09,2023,11,November,Q4,Butter,69,68,1,67,1496.0,98.55,1.47,Evening,BATCH-20231109-BUT,Thursday,FY2023-24,Good (95-100%),OK
PR001337,2023-11-09,2023,11,November,Q4,Cream,63,56,2,54,336.0,88.89,3.57,Evening,BATCH-20231109-CRE,Thursday,FY2023-24,Poor (85-90%),OK
PR001338,2023-11-10,2023,11,November,Q4,Milk Bulk,1087,1075,25,1050,1128.8,98.9,2.33,Evening,BATCH-20231110-MIL,Friday,FY2023-24,Good (95-100%),OK
PR001339,2023-11-10,2023,11,November,Q4,Milk Packet,2412,2267,78,2189,2448.4,93.99,3.44,Morning,BATCH-20231110-MIL,Friday,FY2023-24,Fair (90-95%),OK
PR001340,2023-11-10,2023,11,November,Q4,Paneer,116,108,4,104,918.0,93.1,3.7,Evening,BATCH-20231110-PAN,Friday,FY2023-24,Fair (90-95%),OK
PR001341,2023-11-10,2023,11,November,Q4,Curd,340,311,8,303,342.1,91.47,2.57,Morning,BATCH-20231110-CUR,Friday,FY2023-24,Fair (90-95%),OK
PR001342,2023-11-10,2023,11,November,Q4,Ghee,67,63,0,63,1260.0,94.03,0.0,Morning,BATCH-20231110-GHE,Friday,FY2023-24,Fair (90-95%),OK
PR001343,2023-11-10,2023,11,November,Q4,Butter,98,89,1,88,1958.0,90.82,1.12,Morning,BATCH-20231110-BUT,Friday,FY2023-24,Fair (90-95%),OK
PR001344,2023-11-10,2023,11,November,Q4,Cream,64,57,0,57,342.0,89.06,0.0,Morning,BATCH-20231110-CRE,Friday,FY2023-24,Poor (85-90%),OK
PR001345,2023-11-11,2023,11,November,Q4,Milk Bulk,1147,1118,40,1078,1173.9,97.47,3.58,Evening,BATCH-20231111-MIL,Saturday,FY2023-24,Good (95-100%),OK
PR001346,2023-11-11,2023,11,November,Q4,Milk Packet,1837,1800,70,1730,1944.0,97.99,3.89,Morning,BATCH-20231111-MIL,Saturday,FY2023-24,Good (95-100%),OK
PR001347,2023-11-11,2023,11,November,Q4,Paneer,164,153,2,151,1300.5,93.29,1.31,Morning,BATCH-20231111-PAN,Saturday,FY2023-24,Fair (90-95%),OK
PR001348,2023-11-11,2023,11,November,Q4,Curd,368,330,4,326,363.0,89.67,1.21,Evening,BATCH-20231111-CUR,Saturday,FY2023-24,Poor (85-90%),OK
PR001349,2023-11-11,2023,11,November,Q4,Ghee,49,43,0,43,860.0,87.76,0.0,Morning,BATCH-20231111-GHE,Saturday,FY2023-24,Poor (85-90%),OK
PR001350,2023-11-11,2023,11,November,Q4,Butter,90,87,1,86,1914.0,96.67,1.15,Evening,BATCH-20231111-BUT,Saturday,FY2023-24,Good (95-100%),OK
PR001351,2023-11-11,2023,11,November,Q4,Cream,48,42,0,42,252.0,87.5,0.0,Evening,BATCH-20231111-CRE,Saturday,FY2023-24,Poor (85-90%),OK
PR001352,2023-11-13,2023,11,November,Q4,Milk Bulk,1047,932,22,910,978.6,89.02,2.36,Morning,BATCH-20231113-MIL,Monday,FY2023-24,Poor (85-90%),OK
PR001353,2023-11-13,2023,11,November,Q4,Milk Packet,2684,2481,39,2442,2679.5,92.44,1.57,Evening,BATCH-20231113-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR001354,2023-11-13,2023,11,November,Q4,Paneer,110,99,1,98,841.5,90.0,1.01,Morning,BATCH-20231113-PAN,Monday,FY2023-24,Poor (85-90%),OK
PR001355,2023-11-13,2023,11,November,Q4,Curd,438,395,6,389,434.5,90.18,1.52,Evening,BATCH-20231113-CUR,Monday,FY2023-24,Fair (90-95%),OK
PR001356,2023-11-13,2023,11,November,Q4,Ghee,80,76,1,75,1520.0,95.0,1.32,Evening,BATCH-20231113-GHE,Monday,FY2023-24,Fair (90-95%),OK
PR001357,2023-11-13,2023,11,November,Q4,Butter,82,78,1,77,1716.0,95.12,1.28,Evening,BATCH-20231113-BUT,Monday,FY2023-24,Good (95-100%),OK
PR001358,2023-11-13,2023,11,November,Q4,Cream,62,59,1,58,354.0,95.16,1.69,Evening,BATCH-20231113-CRE,Monday,FY2023-24,Good (95-100%),OK
PR001359,2023-11-14,2023,11,November,Q4,Milk Bulk,1230,1131,37,1094,1187.5,91.95,3.27,Evening,BATCH-20231114-MIL,Tuesday,FY2023-24,Fair (90-95%),OK
PR001360,2023-11-14,2023,11,November,Q4,Milk Packet,2620,2588,43,2545,2795.0,98.78,1.66,Morning,BATCH-20231114-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR001361,2023-11-14,2023,11,November,Q4,Paneer,97,92,2,90,782.0,94.85,2.17,Morning,BATCH-20231114-PAN,Tuesday,FY2023-24,Fair (90-95%),OK
PR001362,2023-11-14,2023,11,November,Q4,Curd,440,425,5,420,467.5,96.59,1.18,Evening,BATCH-20231114-CUR,Tuesday,FY2023-24,Good (95-100%),OK
PR001363,2023-11-14,2023,11,November,Q4,Ghee,80,77,0,77,1540.0,96.25,0.0,Evening,BATCH-20231114-GHE,Tuesday,FY2023-24,Good (95-100%),OK
PR001364,2023-11-14,2023,11,November,Q4,Butter,131,121,1,120,2662.0,92.37,0.83,Morning,BATCH-20231114-BUT,Tuesday,FY2023-24,Fair (90-95%),OK
PR001365,2023-11-14,2023,11,November,Q4,Cream,75,70,0,70,420.0,93.33,0.0,Evening,BATCH-20231114-CRE,Tuesday,FY2023-24,Fair (90-95%),OK
PR001366,2023-11-15,2023,11,November,Q4,Milk Bulk,1242,1137,32,1105,1193.9,91.55,2.81,Evening,BATCH-20231115-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR001367,2023-11-15,2023,11,November,Q4,Milk Packet,2162,1930,20,1910,2084.4,89.27,1.04,Morning,BATCH-20231115-MIL,Wednesday,FY2023-24,Poor (85-90%),OK
PR001368,2023-11-15,2023,11,November,Q4,Paneer,151,135,3,132,1147.5,89.4,2.22,Evening,BATCH-20231115-PAN,Wednesday,FY2023-24,Poor (85-90%),OK
PR001369,2023-11-15,2023,11,November,Q4,Curd,292,277,9,268,304.7,94.86,3.25,Morning,BATCH-20231115-CUR,Wednesday,FY2023-24,Fair (90-95%),OK
PR001370,2023-11-15,2023,11,November,Q4,Ghee,49,46,1,45,920.0,93.88,2.17,Evening,BATCH-20231115-GHE,Wednesday,FY2023-24,Fair (90-95%),OK
PR001371,2023-11-15,2023,11,November,Q4,Butter,108,104,2,102,2288.0,96.3,1.92,Morning,BATCH-20231115-BUT,Wednesday,FY2023-24,Good (95-100%),OK
PR001372,2023-11-15,2023,11,November,Q4,Cream,67,63,1,62,378.0,94.03,1.59,Evening,BATCH-20231115-CRE,Wednesday,FY2023-24,Fair (90-95%),OK
PR001373,2023-11-16,2023,11,November,Q4,Milk Bulk,1212,1105,14,1091,1160.2,91.17,1.27,Evening,BATCH-20231116-MIL,Thursday,FY2023-24,Fair (90-95%),OK
PR001374,2023-11-16,2023,11,November,Q4,Milk Packet,2218,2034,64,1970,2196.7,91.7,3.15,Morning,BATCH-20231116-MIL,Thursday,FY2023-24,Fair (90-95%),OK
PR001375,2023-11-16,2023,11,November,Q4,Paneer,133,127,3,124,1079.5,95.49,2.36,Morning,BATCH-20231116-PAN,Thursday,FY2023-24,Good (95-100%),OK
PR001376,2023-11-16,2023,11,November,Q4,Curd,243,228,5,223,250.8,93.83,2.19,Morning,BATCH-20231116-CUR,Thursday,FY2023-24,Fair (90-95%),OK
PR001377,2023-11-16,2023,11,November,Q4,Ghee,70,66,2,64,1320.0,94.29,3.03,Morning,BATCH-20231116-GHE,Thursday,FY2023-24,Fair (90-95%),OK
PR001378,2023-11-16,2023,11,November,Q4,Butter,133,122,3,119,2684.0,91.73,2.46,Evening,BATCH-20231116-BUT,Thursday,FY2023-24,Fair (90-95%),OK
PR001379,2023-11-16,2023,11,November,Q4,Cream,52,50,1,49,300.0,96.15,2.0,Evening,BATCH-20231116-CRE,Thursday,FY2023-24,Good (95-100%),OK
PR001380,2023-11-17,2023,11,November,Q4,Milk Bulk,1136,1022,13,1009,1073.1,89.96,1.27,Morning,BATCH-20231117-MIL,Friday,FY2023-24,Poor (85-90%),OK
PR001381,2023-11-17,2023,11,November,Q4,Milk Packet,2166,2018,39,1979,2179.4,93.17,1.93,Evening,BATCH-20231117-MIL,Friday,FY2023-24,Fair (90-95%),OK
PR001382,2023-11-17,2023,11,November,Q4,Paneer,171,167,3,164,1419.5,97.66,1.8,Morning,BATCH-20231117-PAN,Friday,FY2023-24,Good (95-100%),OK
PR001383,2023-11-17,2023,11,November,Q4,Curd,242,239,4,235,262.9,98.76,1.67,Evening,BATCH-20231117-CUR,Friday,FY2023-24,Good (95-100%),OK
PR001384,2023-11-17,2023,11,November,Q4,Ghee,88,79,3,76,1580.0,89.77,3.8,Evening,BATCH-20231117-GHE,Friday,FY2023-24,Poor (85-90%),OK
PR001385,2023-11-17,2023,11,November,Q4,Butter,102,91,3,88,2002.0,89.22,3.3,Evening,BATCH-20231117-BUT,Friday,FY2023-24,Poor (85-90%),OK
PR001386,2023-11-17,2023,11,November,Q4,Cream,55,52,0,52,312.0,94.55,0.0,Morning,BATCH-20231117-CRE,Friday,FY2023-24,Fair (90-95%),OK
PR001387,2023-11-18,2023,11,November,Q4,Milk Bulk,1201,1065,35,1030,1118.2,88.68,3.29,Morning,BATCH-20231118-MIL,Saturday,FY2023-24,Poor (85-90%),OK
PR001388,2023-11-18,2023,11,November,Q4,Milk Packet,2068,1832,68,1764,1978.6,88.59,3.71,Evening,BATCH-20231118-MIL,Saturday,FY2023-24,Poor (85-90%),OK
PR001389,2023-11-18,2023,11,November,Q4,Paneer,102,96,1,95,816.0,94.12,1.04,Evening,BATCH-20231118-PAN,Saturday,FY2023-24,Fair (90-95%),OK
PR001390,2023-11-18,2023,11,November,Q4,Curd,392,364,10,354,400.4,92.86,2.75,Morning,BATCH-20231118-CUR,Saturday,FY2023-24,Fair (90-95%),OK
PR001391,2023-11-18,2023,11,November,Q4,Ghee,49,46,0,46,920.0,93.88,0.0,Morning,BATCH-20231118-GHE,Saturday,FY2023-24,Fair (90-95%),OK
PR001392,2023-11-18,2023,11,November,Q4,Butter,118,106,4,102,2332.0,89.83,3.77,Morning,BATCH-20231118-BUT,Saturday,FY2023-24,Poor (85-90%),OK
PR001393,2023-11-18,2023,11,November,Q4,Cream,77,75,2,73,450.0,97.4,2.67,Evening,BATCH-20231118-CRE,Saturday,FY2023-24,Good (95-100%),OK
PR001394,2023-11-20,2023,11,November,Q4,Milk Bulk,1135,1109,40,1069,1164.5,97.71,3.61,Evening,BATCH-20231120-MIL,Monday,FY2023-24,Good (95-100%),OK
PR001395,2023-11-20,2023,11,November,Q4,Milk Packet,2749,2558,57,2501,2762.6,93.05,2.23,Morning,BATCH-20231120-MIL,Monday,FY2023-24,Fair (90-95%),OK
PR001396,2023-11-20,2023,11,November,Q4,Paneer,152,143,5,138,1215.5,94.08,3.5,Morning,BATCH-20231120-PAN,Monday,FY2023-24,Fair (90-95%),OK
PR001397,2023-11-20,2023,11,November,Q4,Curd,392,352,11,341,387.2,89.8,3.12,Morning,BATCH-20231120-CUR,Monday,FY2023-24,Poor (85-90%),OK
PR001398,2023-11-20,2023,11,November,Q4,Ghee,56,50,1,49,1000.0,89.29,2.0,Morning,BATCH-20231120-GHE,Monday,FY2023-24,Poor (85-90%),OK
PR001399,2023-11-20,2023,11,November,Q4,Butter,82,79,2,77,1738.0,96.34,2.53,Evening,BATCH-20231120-BUT,Monday,FY2023-24,Good (95-100%),OK
PR001400,2023-11-20,2023,11,November,Q4,Cream,36,33,0,33,198.0,91.67,0.0,Morning,BATCH-20231120-CRE,Monday,FY2023-24,Fair (90-95%),OK
PR001401,2023-11-21,2023,11,November,Q4,Milk Bulk,1359,1306,44,1262,1371.3,96.1,3.37,Morning,BATCH-20231121-MIL,Tuesday,FY2023-24,Good (95-100%),OK
PR001402,2023-11-21,2023,11,November,Q4,Milk Packet,2404,2212,79,2133,2389.0,92.01,3.57,Evening,BATCH-20231121-MIL,Tuesday,FY2023-24,Fair (90-95%),OK
PR001403,2023-11-21,2023,11,November,Q4,Paneer,157,153,3,150,1300.5,97.45,1.96,Morning,BATCH-20231121-PAN,Tuesday,FY2023-24,Good (95-100%),OK
PR001404,2023-11-21,2023,11,November,Q4,Curd,407,382,8,374,420.2,93.86,2.09,Morning,BATCH-20231121-CUR,Tuesday,FY2023-24,Fair (90-95%),OK
PR001405,2023-11-21,2023,11,November,Q4,Ghee,90,81,1,80,1620.0,90.0,1.23,Morning,BATCH-20231121-GHE,Tuesday,FY2023-24,Poor (85-90%),OK
PR001406,2023-11-21,2023,11,November,Q4,Butter,117,103,3,100,2266.0,88.03,2.91,Evening,BATCH-20231121-BUT,Tuesday,FY2023-24,Poor (85-90%),OK
PR001407,2023-11-21,2023,11,November,Q4,Cream,51,45,1,44,270.0,88.24,2.22,Evening,BATCH-20231121-CRE,Tuesday,FY2023-24,Poor (85-90%),OK
PR001408,2023-11-22,2023,11,November,Q4,Milk Bulk,1236,1156,31,1125,1213.8,93.53,2.68,Morning,BATCH-20231122-MIL,Wednesday,FY2023-24,Fair (90-95%),OK
PR001409,2023-11-22,2023,11,November,Q4,Milk Packet,2258,1992,71,1921,2151.4,88.22,3.56,Morning,BATCH-20231122-MIL,Wednesday,FY2023-24,Poor (85-90%),OK
PR001410,2023-11-22,2023,11,November,Q4,Paneer,118,112,3,109,952.0,94.92,2.68,Morning,BATCH-20231122-PAN,Wednesday,FY2023-24,Fair (90-95%),OK
PR001411,2023-11-22,2023,11,November,Q4,Curd,393,346,6,340,380.6,88.04,1.73,Morning,BATCH-20231122-CUR,Wednesday,FY2023-24,Poor (85-90%),OK
PR001412,2023-11-22,2023,11,November,Q4,Ghee,58,55,1,54,1100.0,94.83,1.82,Morning,BATCH-20231122-GHE,Wednesday,FY2023-24,Fair (90-95%),OK
PR001413,2023-11-22,2023,11,November,Q4,Butter,100,95,1,94,2090.0,95.0,1.05,Morning,BATCH-20231122-BUT,Wednesday,FY2023-24,Fair (90-95%),OK
PR001414,2023-11-22,2023,11,November,Q4,Cream,59,52,2,50,312.0,88.14,3.85,Evening,BATCH-20231122-CRE,Wednesday,FY2023-24,Poor (85-90%),OK
PR001415,2023-11-23,2023,11,November,Q4,Milk Bulk,930,889,18,871,933.5,95.59,2.02,Evening,BATCH-20231123-MIL,Thursday,FY2023-24,Good (95-100%),OK
PR001416,2023-11-23,2023,11,November,Q4,Milk Packet,2091,1909,74,1835,2061.7,91.3,3.88,Evening,BATCH-20231123-MIL,Thursday,FY2023-24,Fair (90-95%),OK
PR001417,2023-11-23,2023,11,November,Q4,Paneer,152,147,4,143,1249.5,96.71,2.72,Morning,BATCH-20231123-PAN,Thursday,FY2023-24,Good (95-100%),OK
PR001418,2023-11-23,2023,11,November,Q4,Curd,293,260,5,255,286.0,88.74,1.92,Evening,BATCH-20231123-CUR,Thursday,FY2023-24,Poor (85-90%),OK
PR001419,2023-11-23,2023,11,November,Q4,Ghee,90,80,2,78,1600.0,88.89,2.5,Evening,BATCH-20231123-GHE,Thursday,FY2023-24,Poor (85-90%),OK
